interpro	Class
IPR019809	Binding
IPR019818	Oxidoreductase
IPR019828	Binding
IPR019831	Binding
IPR019832	Binding
IPR019833	Binding
IPR019874	Transferase
IPR019969	Binding
IPR020004	Hydrolase
IPR020024	Kinase
IPR020045	Binding
IPR020046	Binding
IPR020054	Cleavage / Inhibitor
IPR020059	Binding
IPR020061	Binding
IPR020062	Binding
IPR020067	Binding / Protein
IPR020084	Hydrolase
IPR020089	Factor
IPR020090	Factor
IPR020091	Factor
IPR020092	Factor
IPR020094	Binding
IPR020095	Binding
IPR020097	Binding
IPR020103	Binding
IPR020119	Binding
IPR020340	Binding
IPR020365	Binding
IPR020374	Transferase
IPR020384	Transferase
IPR020428	Hydrolase / Phospho
IPR020432	Factor
IPR020442	Binding / Ligand
IPR020471	Oxidoreductase
IPR020567	Transferase
IPR020568	Other
IPR001247	Other
IPR001498	Other
IPR011334	Other
IPR014721	Other
IPR005324	Other
IPR005517	Other
IPR013507	Other
IPR015192	Other
IPR015870	Other
IPR020573	Transferase
IPR020584	Binding
IPR020587	Binding
IPR020588	Binding
IPR020606	Binding
IPR020609	Binding
IPR020610	Transferase
IPR020611	Oxidoreductase
IPR020613	Transferase
IPR020615	Transferase
IPR020616	Transferase
IPR020617	Transferase
IPR020629	Binding
IPR020658	Kinase
IPR020683	Binding / Protein
IPR020684	Kinase
IPR029878	Kinase
IPR020691	Kinase
IPR020708	Binding
IPR020789	Binding
IPR020795	Binding
IPR020813	Binding
IPR020813	Transferase
IPR020816	Binding
IPR020833	Binding
IPR020834	Binding
IPR020838	Binding
IPR020843	Oxidoreductase
IPR020847	Binding
IPR020848	Binding
IPR020855	Binding
IPR020858	Unknown
IPR015247	Unknown
IPR020883	Binding
IPR020890	Binding
IPR020892	Isomerase / unfolded protein
IPR020904	Oxidoreductase
IPR020916	Transferase
IPR020934	Binding
IPR020965	Transferase
IPR020981	Binding / Protein
IPR021002	Transferase
IPR021109	Cleavage
IPR011969	Cleavage
IPR013242	Cleavage
IPR019103	Cleavage
IPR033821	Cleavage
IPR033121	Cleavage
IPR033819	Cleavage
IPR033823	Cleavage
IPR033866	Cleavage
IPR033869	Cleavage
IPR033873	Cleavage
IPR033874	Cleavage
IPR033876	Cleavage
IPR033868	Cleavage
IPR021116	Factor
IPR021117	Factor
IPR021118	Factor
IPR021153	Binding
IPR021158	Cleavage
IPR021158	Binding
IPR021162	Transferase
IPR021163	Oxidoreductase
IPR021169	Transferase
IPR021179	Oxidoreductase
IPR021181	Binding
IPR029506	Binding
IPR021190	Cleavage
IPR021190	Binding
IPR028687	Cleavage
IPR028688	Cleavage
IPR028708	Cleavage
IPR028707	Cleavage
IPR028736	Cleavage
IPR021191	Binding
IPR021520	Unknown
IPR021590	Transferase
IPR021601	Kinase
IPR021604	Binding
IPR021613	Adhesion / ECM
IPR021654	Transferase
IPR032926	Transferase
IPR021668	Kinase
IPR021721	Transferase
IPR021805	Cleavage
IPR021816	Unknown
IPR021820	Kinase
IPR021824	Cleavage
IPR021828	Hydrolase
IPR021852	Unknown
IPR021930	Hydrolase
IPR021977	Stabilisation / Oligomerisation
IPR021996	Oligomerisation
IPR022034	Binding
IPR022049	Kinase
IPR022068	Cleavage
IPR022103	Transferase
IPR022120	Cleavage
IPR022126	Kinase
IPR022165	Kinase
IPR022170	Transferase
IPR022176	Unknown
IPR022184	Transferase
IPR022230	Cleavage
IPR022247	Kinase
IPR022299	Binding
IPR022312	Binding
IPR001726	Binding
IPR027249	Binding
IPR027292	Binding
IPR022334	Factor
IPR022341	Factor
IPR022350	Factor
IPR022384	Binding
IPR022384	Transferase
IPR022385	Unknown
IPR022394	Binding
IPR022394	Oxidoreductase
IPR022409	IG-like
IPR022413	Kinase
IPR022415	Kinase
IPR022416	Oligomerisation
IPR022421	Factor
IPR023258	Factor
IPR022433	Binding
IPR022450	Cleavage
IPR022481	Binding
IPR022495	Kinase
IPR022634	Binding
IPR022635	Binding
IPR022648	Binding
IPR022649	Binding
IPR022667	Transferase
IPR022672	Kinase
IPR022673	Kinase
IPR022689	Binding
IPR022897	Binding
IPR022691	Binding
IPR022708	Kinase
IPR022732	Cleavage
IPR022733	Transferase
IPR022764	Cleavage
IPR022768	Binding
IPR022778	Hydrolase / Phospho
IPR022783	Binding
IPR022919	Cleavage
IPR022921	Transferase
IPR022928	Kinase
IPR022975	Hydrolase
IPR022988	Binding
IPR014160	Binding
IPR023030	Kinase
IPR023032	Transferase
IPR023034	Isomerase / unfolded protein
IPR023059	Isomerase / unfolded protein
IPR023072	Transferase
IPR023091	Cleavage
IPR023142	Kinase
IPR023173	Oxidoreductase
IPR023209	Binding
IPR023214	Hydrolase
IPR023299	Binding
IPR006549	Hydrolase
IPR005954	Hydrolase
IPR006551	Hydrolase
IPR010033	Hydrolase
IPR011945	Hydrolase
IPR023226	Hydrolase
IPR023273	Transferase
IPR023302	Cleavage
IPR023342	Binding
IPR023397	Transferase
IPR023467	Transferase
IPR028342	Transferase
IPR023475	Transferase
IPR023507	Kinase
IPR023529	Binding
IPR023549	Cleavage / Inhibitor
IPR023553	Transferase
IPR023576	Transferase
IPR023602	Kinase
IPR023612	Cleavage
IPR023643	Oxidoreductase
IPR023644	Binding
IPR023648	Binding
IPR023672	Binding
IPR023676	Binding
IPR023700	Binding
IPR023710	Binding
IPR023713	Binding
IPR023753	Oxidoreductase
IPR023757	Hydrolase
IPR023758	Binding
IPR023796	Cleavage / Inhibitor
IPR033829	Cleavage / Inhibitor
IPR033830	Cleavage / Inhibitor
IPR033831	Cleavage / Inhibitor
IPR033833	Cleavage / Inhibitor
IPR033835	Cleavage / Inhibitor
IPR033836	Cleavage / Inhibitor
IPR033832	Cleavage / Inhibitor
IPR033834	Cleavage / Inhibitor
IPR023854	Hydrolase
IPR023865	Kinase
IPR023867	Oxidoreductase
IPR023936	Oxidoreductase
IPR023945	Binding
IPR023950	Binding
IPR024027	Transferase
IPR024036	Oxidoreductase
IPR024079	Cleavage
IPR029463	Cleavage
IPR029482	Cleavage
IPR034032	Cleavage
IPR024084	Oxidoreductase
IPR024098	Stabilisation / Oligomerisation
IPR024100	Stabilisation / Oligomerisation
IPR024101	Stabilisation / Oligomerisation
IPR024142	Binding
IPR024160	Transferase
IPR024162	Transferase
IPR024165	Kinase
IPR024171	Kinase
IPR024187	Binding
IPR024192	Kinase
IPR024193	Binding
IPR024205	Kinase
IPR024237	Binding / Protein
IPR024261	Binding
IPR024279	Binding
IPR024314	Binding / Protein
IPR024318	Binding / Protein
IPR024329	Oligomerisation
IPR024344	Binding
IPR024531	Stabilisation / Oligomerisation
IPR024571	Unknown
IPR024624	Binding
IPR024667	Binding
IPR024678	Kinase
IPR024721	Binding / Protein
IPR024731	Binding / Protein
IPR024836	Binding
IPR024846	Binding / Protein
IPR024855	Binding / Protein
IPR028551	Stabilisation / Oligomerisation
IPR024876	Binding / Protein
IPR024884	Binding
IPR024928	Transferase
IPR024936	Isomerase / unfolded protein
IPR024945	Binding / Protein
IPR024957	Binding
IPR024991	Transferase
IPR025155	Unknown
IPR025232	Unknown
IPR025249	Binding
IPR025304	Binding / Protein
IPR025525	Binding
IPR025654	Binding / Protein
IPR025654	Binding
IPR025655	Binding / Protein
IPR025708	Binding
IPR025710	Oxidoreductase
IPR025718	Binding / Protein
IPR025725	Transferase
IPR025773	Cleavage
IPR025779	Transferase
IPR025789	Transferase
IPR025799	Transferase
IPR025805	Transferase
IPR025824	Binding
IPR025830	Binding
IPR025885	Binding / Protein
IPR025898	Binding
IPR025901	Binding
IPR025911	Binding
IPR026008	Kinase
IPR026074	Binding
IPR027321	Binding
IPR027322	Binding
IPR026111	Binding
IPR026118	Binding
IPR026124	Binding
IPR026147	Cleavage / Inhibitor
IPR026155	Factor
IPR026194	Factor
IPR026254	Transferase
IPR026257	Isomerase / unfolded protein
IPR026259	Oxidoreductase
IPR026296	Binding
IPR026296	Factor
IPR026577	Binding
IPR026611	Kinase
IPR026635	Transferase
IPR026648	Binding
IPR026649	Binding / Ligand
IPR026679	Binding
IPR026683	Kinase
IPR026699	Binding
IPR023474	Binding
IPR026712	Kinase
IPR026762	Binding
IPR030717	Cleavage / Inhibitor
IPR026792	Binding
IPR026817	Cleavage / Inhibitor
IPR026823	Binding / Protein
IPR026848	Transferase
IPR026892	Hydrolase
IPR026905	Binding
IPR026914	Binding
IPR026918	Cleavage
IPR026918	Binding
IPR026921	Binding
IPR026962	Binding
IPR026963	Binding
IPR026966	Unknown
IPR026984	Kinase
IPR027038	Cleavage / Inhibitor
IPR027052	Oxidoreductase
IPR027053	Cleavage
IPR027062	Cleavage
IPR027065	Cleavage
IPR027501	Cleavage
IPR027503	Cleavage
IPR027543	Cleavage
IPR004663	Cleavage
IPR004815	Cleavage
IPR033141	Cleavage
IPR014251	Cleavage
IPR014252	Cleavage
IPR027086	Kinase
IPR027150	Binding
IPR027153	Binding
IPR027160	Binding
IPR027175	Binding
IPR027214	Cleavage / Inhibitor
IPR027213	Cleavage / Inhibitor
IPR027233	Hydrolase / Phospho
IPR027239	Binding
IPR027240	Binding
IPR027264	Kinase
IPR027266	Binding / Protein
IPR018948	Binding / Protein
IPR027300	Binding / Ligand
IPR027310	Binding
IPR027323	Binding
IPR027324	Binding
IPR030797	Binding
IPR027328	Binding
IPR027735	Binding
IPR027738	Binding
IPR027333	Binding
IPR027335	Binding
IPR027339	Binding
IPR027350	Transferase / Sugar
IPR027352	Binding
IPR027355	Binding
IPR027393	Binding / Protein
IPR027397	Binding
IPR027417	Binding / NTP
IPR000863	Binding / NTP
IPR002586	Binding / NTP
IPR002611	Binding / NTP
IPR002789	Binding / NTP
IPR003495	Binding / NTP
IPR003714	Binding / NTP
IPR004435	Binding / NTP
IPR005225	Binding / NTP
IPR000795	Binding / NTP
IPR031168	Binding / NTP
IPR006703	Binding / NTP
IPR008145	Binding / NTP
IPR011579	Binding / NTP
IPR013317	Binding / NTP
IPR014774	Binding / NTP
IPR010624	Binding / NTP
IPR019476	Binding / NTP
IPR025669	Binding / NTP
IPR005702	Binding / NTP
IPR025723	Binding / NTP
IPR030378	Binding / NTP
IPR010914	Binding / NTP
IPR030381	Binding / NTP
IPR030383	Binding / NTP
IPR030385	Binding / NTP
IPR030386	Binding / NTP
IPR030388	Binding / NTP
IPR030389	Binding / NTP
IPR030393	Binding / NTP
IPR030394	Binding / NTP
IPR031166	Binding / NTP
IPR031167	Binding / NTP
IPR031314	Binding / NTP
IPR033875	Binding / NTP
IPR027444	Binding
IPR027448	Binding
IPR027454	Stabilisation / Oligomerisation
IPR027465	Binding / Protein
IPR027468	Unknown
IPR027496	Oxidoreductase
IPR027516	Binding
IPR027641	Binding
IPR027650	Binding
IPR027653	Binding
IPR027654	Binding
IPR027658	Binding
IPR027682	Binding
IPR027685	Binding
IPR030493	Binding
IPR030494	Binding
IPR027687	Binding
IPR027690	Binding / Ligand
IPR027717	Binding
IPR027726	Transferase
IPR027791	Transferase / Sugar
IPR027816	Binding
IPR027928	Binding
IPR027995	Transferase / Sugar
IPR028082	Binding / Protein
IPR001828	Binding / Protein
IPR025997	Binding / Protein
IPR028081	Binding / Protein
IPR028088	Binding
IPR028142	Binding / Ligand
IPR000975	Binding / Ligand
IPR003294	Binding / Ligand
IPR003295	Binding / Ligand
IPR003296	Binding / Ligand
IPR003297	Binding / Ligand
IPR027163	Binding / Ligand
IPR027164	Binding / Ligand
IPR027166	Binding / Ligand
IPR027169	Binding / Ligand
IPR027171	Binding / Ligand
IPR027172	Binding / Ligand
IPR015529	Binding / Ligand
IPR028146	Stabilisation, Targeting
IPR028255	Binding
IPR028271	Binding
IPR028297	Binding
IPR028324	Kinase
IPR028408	Binding
IPR028433	Binding
IPR028438	Binding
IPR028449	Binding
IPR028450	Binding
IPR028453	Binding
IPR028458	Binding
IPR028459	Kinase
IPR028468	Stabilisation / Oligomerisation
IPR028471	Hydrolase / Phospho
IPR028472	Hydrolase / Phospho
IPR028473	Hydrolase / Phospho
IPR028479	Hydrolase / Phospho
IPR028478	Hydrolase / Phospho
IPR028474	Binding
IPR028475	Binding
IPR028481	Binding
IPR028482	Binding
IPR028486	Binding
IPR028487	Binding
IPR028488	Binding
IPR028489	Binding
IPR028493	Binding
IPR028494	Binding
IPR028497	Binding
IPR028499	Binding
IPR028507	Binding
IPR028534	Binding
IPR028544	Binding
IPR028548	Binding
IPR028553	Cleavage / Inhibitor
IPR028554	Cleavage / Inhibitor
IPR028557	Cleavage / Inhibitor
IPR028558	Cleavage / Inhibitor
IPR028559	Binding
IPR028570	Kinase
IPR028596	Binding
IPR028594	Binding
IPR028601	Binding
IPR028614	Oxidoreductase
IPR028624	Binding
IPR028644	Binding
IPR028646	Binding
IPR028654	Binding
IPR028660	Binding
IPR028725	Binding
IPR028740	Binding
IPR028741	Kinase
IPR028742	Kinase
IPR028750	Binding
IPR028753	Binding
IPR028754	Kinase
IPR028770	Hydrolase / Phospho
IPR028772	Kinase
IPR028777	Kinase
IPR028779	Kinase
IPR028795	Transferase
IPR028806	Binding
IPR028813	Binding
IPR028836	Oxidoreductase
IPR028836	Binding
IPR028846	Binding
IPR028847	Binding
IPR028854	Cleavage / Inhibitor
IPR028870	Binding
IPR028889	Hydrolase / Ubiquitin
IPR028881	Hydrolase / Ubiquitin
IPR028890	Hydrolase / Ubiquitin
IPR028916	Unknown
IPR028974	Binding
IPR028991	Stabilisation / Oligomerisation
IPR028995	Binding
IPR028995	Hydrolase
IPR029000	Isomerase / unfolded protein
IPR029006	Binding
IPR029021	Hydrolase / Phospho
IPR000340	Hydrolase / Phospho
IPR010569	Hydrolase / Phospho
IPR029023	Hydrolase / Phospho
IPR029034	Factor
IPR006208	Factor
IPR032104	Factor
IPR029044	Transferase / Sugar
IPR005835	Transferase / Sugar
IPR015338	Transferase / Sugar
IPR025877	Transferase / Sugar
IPR029047	Binding / Protein
IPR029048	Stabilisation
IPR029055	Hydrolase
IPR015230	Hydrolase
IPR017932	Hydrolase
IPR033738	Hydrolase
IPR029058	Hydrolase
IPR000073	Hydrolase
IPR001031	Hydrolase
IPR020802	Hydrolase
IPR001375	Hydrolase
IPR002018	Hydrolase
IPR002921	Hydrolase
IPR005645	Hydrolase
IPR008391	Hydrolase
IPR010333	Hydrolase
IPR013818	Hydrolase
IPR033906	Hydrolase
IPR029059	Hydrolase
IPR029063	Other
IPR030384	Transferase
IPR001077	Other
IPR002723	Other
IPR025807	Other
IPR025816	Other
IPR026490	Other
IPR004971	Other
IPR006342	Other
IPR031164	Other
IPR015985	Other
IPR022642	Other
IPR025714	Other
IPR030374	Other
IPR030380	Other
IPR030382	Other
IPR029071	Unknown
IPR000341	Unknown
IPR022617	Unknown
IPR033950	Unknown
IPR033882	Unknown
IPR001158	Unknown
IPR003116	Unknown
IPR018979	Unknown
IPR021569	Unknown
IPR029136	Binding
IPR029228	Stabilisation / Oligomerisation
IPR029325	Binding / Ligand
IPR029344	Binding
IPR029387	Stabilisation / Oligomerisation
IPR029403	Unknown
IPR029487	Transferase
IPR029508	Binding
IPR029510	Oxidoreductase
IPR029516	Binding
IPR029517	Binding
IPR029518	Binding
IPR029527	Binding
IPR029528	Binding
IPR029534	Binding
IPR029539	Binding
IPR029542	Binding
IPR029543	Binding
IPR029544	Binding
IPR029562	Binding / Ligand
IPR029597	Kinase
IPR029601	Kinase
IPR029632	Binding
IPR029634	Binding
IPR029637	Binding
IPR029643	Binding
IPR029645	Cleavage / Inhibitor
IPR029646	Binding
IPR029658	Binding
IPR029710	Binding
IPR029712	Cleavage / Inhibitor
IPR029762	Cleavage
IPR029785	Cleavage / Inhibitor
IPR029829	Binding
IPR029833	Binding
IPR029845	Binding
IPR029864	Cleavage / Inhibitor
IPR029874	Binding
IPR029875	Kinase
IPR029876	Kinase
IPR029894	Binding / Lipid
IPR029901	Binding
IPR029904	Binding
IPR029905	Binding
IPR029908	Binding
IPR029921	Binding
IPR029923	Binding
IPR029926	Binding / Protein
IPR029932	Binding
IPR029973	Binding
IPR029974	Binding
IPR029982	Binding
IPR029984	Binding
IPR029987	Binding
IPR029990	Binding
IPR029996	Binding
IPR030051	Binding
IPR030052	Binding
IPR030059	Binding
IPR030061	Cleavage / Inhibitor
IPR030072	Binding
IPR030107	Binding
IPR030104	Binding
IPR030106	Binding
IPR030109	Binding
IPR030127	Binding
IPR030129	Binding
IPR030135	Binding
IPR030214	Binding
IPR030222	Binding
IPR030233	Binding
IPR030235	Binding
IPR030237	Binding
IPR030265	Binding
IPR030266	Binding
IPR030269	Binding / Protein
IPR030297	Hydrolase
IPR030301	Binding / Protein
IPR030326	Binding
IPR030398	Cleavage
IPR030403	Cleavage / Inhibitor
IPR030408	Binding
IPR030409	Cleavage / Inhibitor
IPR030433	Cleavage
IPR030446	Binding
IPR030484	Kinase
IPR030499	Binding
IPR030500	Binding
IPR030531	Cleavage / Inhibitor
IPR030534	Binding
IPR030535	Binding
IPR030548	Binding
IPR030549	Binding / Protein
IPR030554	Binding
IPR030555	Binding
IPR030562	Binding
IPR030590	Hydrolase / Phospho
IPR030592	Binding / Ligand
IPR030592	Factor
IPR030593	Factor
IPR030594	Binding
IPR030595	Factor
IPR030598	Factor
IPR030611	Kinase
IPR030613	Kinase
IPR030614	Kinase
IPR030615	Binding
IPR030616	Kinase
IPR030626	Binding
IPR030638	Binding / Sugar
IPR030639	Transferase
IPR030640	Binding / Sugar
IPR030649	Binding / Sugar
IPR030652	Binding / Sugar
IPR030653	Binding / Sugar
IPR030674	Hydrolase
IPR030675	Binding / Lipid
IPR030179	Binding / Lipid
IPR030180	Binding / Lipid
IPR030181	Binding / Lipid
IPR032950	Binding / Lipid
IPR030684	Cleavage
IPR030722	Cleavage / Inhibitor
IPR030724	Cleavage / Inhibitor
IPR030731	Cleavage / Inhibitor
IPR030739	Cleavage / Inhibitor
IPR030770	Cleavage / Inhibitor
IPR030772	Cleavage / Inhibitor
IPR030776	Cleavage / Inhibitor
IPR030776	Binding
IPR030796	Binding
IPR030846	Binding
IPR030873	Cleavage
IPR030977	Binding
IPR031071	Kinase
IPR031075	Binding
IPR031076	Binding
IPR031077	Binding
IPR031096	Binding
IPR031109	Binding
IPR031127	Transferase
IPR031150	Binding
IPR031210	Isomerase / unfolded protein
IPR031212	Isomerase / unfolded protein
IPR031214	Cleavage / Inhibitor
IPR031244	Binding
IPR031248	Transferase
IPR031256	Binding / Lipid
IPR031257	Binding / Lipid
IPR031259	Binding / Lipid
IPR031261	Binding / Lipid
IPR031264	Binding / Lipid
IPR031266	Binding / Lipid
IPR031270	Binding / Lipid
IPR031272	Binding / Lipid
IPR031276	Binding / Lipid
IPR031279	Binding / Lipid
IPR031281	Binding / Lipid
IPR033073	Binding / Lipid
IPR033075	Binding / Lipid
IPR031401	Binding
IPR031468	Binding / Lipid
IPR031559	Kinase
IPR031673	Stabilisation / Oligomerisation
IPR031755	Cleavage / Inhibitor
IPR031756	Binding / Sugar
IPR031776	Binding
IPR031852	Binding
IPR031868	Binding
IPR031877	Binding
IPR032005	Binding
IPR032012	Binding
IPR032198	Stabilisation / Oligomerisation
IPR032199	Binding
IPR032200	Binding
IPR032355	Binding
IPR032394	Stabilisation / Oligomerisation
IPR032461	Binding
IPR032524	Binding
IPR032569	Binding
IPR032592	Binding
IPR032642	Binding
IPR032643	Binding
IPR032644	Binding
IPR032670	Transferase
IPR032700	Binding / Ligand
IPR032747	Binding
IPR032850	Binding
IPR032867	Binding
IPR032882	Kinase
IPR032890	Oxidoreductase
IPR032917	Transferase
IPR032918	Transferase
IPR032922	Binding
IPR032934	Binding
IPR032935	Binding
IPR032937	Binding
IPR032940	Binding
IPR032957	Binding / Protein
IPR032962	Transferase
IPR032992	Binding
IPR033013	Binding
IPR033014	Binding
IPR033016	Binding
IPR033017	Binding
IPR033018	Binding
IPR033022	Binding
IPR033037	Binding
IPR033048	Binding
IPR033051	Binding
IPR033054	Binding
IPR033066	Binding
IPR033086	Binding
IPR033087	Binding
IPR033088	Binding
IPR033090	Binding
IPR033092	Binding
IPR033103	Binding
IPR033104	Binding
IPR033105	Binding
IPR033106	Binding
IPR033107	Binding
IPR033109	Binding
IPR033162	Cleavage / Inhibitor
IPR033185	Cleavage / Inhibitor
IPR033198	Binding
IPR033217	Kinase
IPR033221	Kinase
IPR033225	Factor
IPR033232	Kinase
IPR033235	Kinase
IPR033262	Binding
IPR033273	Transferase
IPR033276	Transferase
IPR033291	Binding
IPR033293	Binding
IPR033314	Stabilisation / Oligomerisation
IPR033318	Stabilisation / Oligomerisation
IPR033319	Stabilisation / Oligomerisation
IPR033329	Binding
IPR033336	Binding
IPR033340	Binding / Lipid
IPR033366	Kinase
IPR033382	Hydrolase / Ubiquitin
IPR033383	Hydrolase / Ubiquitin
IPR033384	Hydrolase / Ubiquitin
IPR033387	Cleavage
IPR033486	Binding
IPR033490	Binding
IPR033498	Transferase
IPR033502	Cleavage
IPR033547	Cleavage / Inhibitor
IPR033562	Hydrolase
IPR033902	Hydrolase
IPR033563	Binding / Sugar
IPR033564	Cleavage / Inhibitor
IPR033565	Kinase
IPR033573	Kinase
IPR033583	Binding
IPR033595	Cleavage
IPR033596	Cleavage
IPR033605	Cleavage
IPR033613	Cleavage
IPR033621	Binding / Protein
IPR033624	Kinase
IPR033627	Kinase
IPR033628	Kinase
IPR033664	Transferase
IPR033668	Binding
IPR033671	Transferase
IPR033673	Transferase
IPR033700	Kinase
IPR033734	Binding / Sugar
IPR033824	Cleavage
IPR033851	Cleavage
IPR033885	Oxidoreductase
IPR014607	Oxidoreductase
IPR033908	Oxidoreductase
IPR033910	Binding
IPR033925	Binding
IPR033953	Cleavage
IPR033955	Cleavage
